本文,Level,尊敬語,謙譲語,丁寧語,フィールド
十年先を見越されて、事を進められるのですね。,1,1,0,0,取り込む
深夜まで研究に取り組まれていたお姿が、思い出されます。,1,1,0,0,取り込む
いよいよ新しい事業を始められるのですね？,1,1,0,0,取り込む
弓を始められた目的は精神修養であられますか？,1,1,0,0,取り込む
こちらもご自身で手掛けられたのですね。,1,1,0,0,取り込む
ドイツの企業とのお取引を拡張なさるのですか？,1,1,0,0,取り込む
二代目は、オフロードレースへの挑戦を思い立たれました。,1,1,0,0,取り込む
とうとう、ストライキを決行なさるのですね。,1,1,0,0,取り込む
その件につきましては、速やかに動かれるほうが得策だと存じます。,1,0,1,0,取り込む
しょうがないですね。いつも会計の前におられなくなるのですから。,1,1,0,0,逃げる
山に籠られるのですね・来季に備えられて。,1,1,0,0,逃げる
お部屋に籠られて、何を祈願なされていたのですか？,1,1,0,0,逃げる
何故それほど私をお避けになるのですか？,1,1,0,0,逃げる
地震の際には、どちらへ避難なさっていらしたのですか？,1,1,0,0,逃げる
実りのない会議とは、早々にお別れしたいものでございます。,1,0,1,0,逃げる
リハビリをお怠けになってはいけませんと指摘されてしまいました。,1,1,0,0,逃げる
釣った魚をお逃しになるのですか？お優しいですね。,1,1,0,0,逃げる
早くお逃げ下さい。追っ手が来ます。,1,1,0,0,逃げる
突然の地震に、辛うじてお逃げになられたそうですね？,1,1,0,0,逃げる
責任からお逃れになるのですか？貴殿らしくないと存じます。,1,0,1,0,逃げる
玉突き事故をお逃れになったそうで、幸いに存じます。,1,0,1,0,逃げる
ストレスを回避なさることをかんがえるのが先だと存じます。,1,0,1,0,逃げる
不当な退職勧告は、即刻拒否なさった方がいいと存じます。,1,0,1,0,逃げる
クラブのホステスとご出奔とは、困ったお方でございます。,1,1,0,0,逃げる
あの方が祈られる姿には、鬼気迫るものがございました。,1,1,0,0,願う
お幸せを、心よりお祈りしております。,1,0,1,0,願う
一心にお祈りになれば、きっといいことがあると存じます。,1,0,1,0,願う
お願いの件、どうずお聞き届けくださいませ。,1,1,0,0,願う
貴殿が知恵をお授けになられたのですね。,1,1,0,0,願う
助けると思って、お慈悲をいただけませんでしょうか？,1,1,0,0,願う
神様、一生のお願いです。必ず当ててくださいませ。,1,1,0,0,願う
お不動様お願いします。あの子をお守りくださいませ。,1,1,0,0,願う
これは神様のお恵みなのではないでしょうか？,1,1,0,0,願う
気休めかもしれませんが、馬頭観音に御祈願してみられたらいかがでしょうか？,1,1,0,0,願う
本年も、お不動さまに家内安全を祈願なさるのですね？,1,1,0,0,願う
それでは、順に御祈祷をお願い致します。,1,0,1,0,願う
折に触れ加持祈祷をなさるとは、良いお心掛けと存じます。,1,0,1,0,願う
プロジェクトのご成功を、ご鬼面申し上げます。,1,0,1,0,願う
本気にされてはいけませんよ、お愛想だけなんでございますから、あのお方は。,1,1,0,0,態度
そんな歯の浮くようなお世辞は、お断りです。,1,1,0,0,態度
あの方はお節介焼きで有名でいらっしゃるから。,1,1,0,0,態度
そんなお為ごかしは聞きたくございません。,1,1,0,0,態度
いつもいつも、お調子者で困ってしまいましたね。,1,1,0,0,態度
取り巻きのお追従に気づかれるはずですけどね、会長は。,1,1,0,0,態度
お追従者というのは、どこの社会にもいるものでございます。,1,0,1,0,態度
あの人は少々お天気屋なところがございますからね。,1,0,1,0,態度
あのおべっか遣いには本当に困ったものでございます。,1,0,1,0,態度
見え透いたおべんちゃらをおっしゃるのは、おやめになってください。,1,1,0,0,態度
あの方はいつも権力に迎合される、困ったお方でございます。,1,0,1,0,態度
あなた様はご機嫌取りがお上手ですから、よろしくお願いいたします。,1,0,1,0,態度
あの評論家のご都合主義には目に余るものがございますね。,1,0,1,0,態度
あの方には、まるでご定見がございませんね。,1,0,1,0,態度
私は説を曲げませんよ、たとえ御用学者とよばれましてもね。,1,1,0,0,態度
お気が若いですねぇ、若い女性を集めて大騒ぎなさるとはね。,1,1,0,0,態度
あのお方は、他人の迷惑などお構いなしでございます。,1,1,0,0,態度
奥様はお口数が多くていらして、機関銃のようでございますからね。,1,0,1,0,態度
少しお声が高いのではございませんか？周りにご迷惑でございますよ。,1,1,0,0,態度
びっくりいたしましたわ、急にお叫びになるから。,1,1,0,0,態度
異動の季節、役所の中が何かとお騒がしいようでございますね。,1,1,0,0,態度
そんなにお騒ぎになるほどのことではないかと存じますが・・・。,1,0,1,0,態度
あの三人組のお喋りには、ほとほと参ってしまいました。,1,1,0,0,態度
皆様お賑やかなことでございます。,1,1,0,0,態度
何か良いことがございましたね、そんなにおはしゃぎになられて。,1,1,0,0,態度
あのお方は性格もお派手でいらっしゃいますからね。,1,1,0,0,態度
あの人たちのお祭り騒ぎを何とかしていただけませんか。,1,1,0,0,態度
いつも、おやかましくて、申し訳ございません。,1,0,1,0,態度
先生も日本の決勝ゴールに歓声をあげられていました。,1,1,0,0,態度
あること無いこと吹聴なさるのはおやめください。,1,1,0,0,態度
これからもお変わりなく、私どもをご援助いただきますように。,1,1,0,0,助ける
そういうご事情でしたら、私どもがご援助いたしましょう。,1,0,1,0,助ける
恩をお売りになるというのではなく、この際、援助なされてはいかがでしょう？,1,1,0,0,助ける
今度は、私があなた様をお支え致す番でございますから。,1,0,1,0,助ける
あなた様がこの老舗をお支えになってこられたんですよ。,1,0,1,0,助ける
あなた様をお救いするのは、この方法しかございませんでしたのよ。,1,1,0,0,助ける
先生の植林技術が、中央アジアの山村をお救いになられたんです。,1,1,0,0,助ける
大恩あるあなた様をお助けするのは、当然のことでございます。,1,0,1,0,助ける
皆様が力を合わせて、お助けになられたそうでございますね。,1,1,0,0,助ける
お手出しは、なさらないでください。,1,1,0,0,助ける
ゴミ問題解決のため、ここは隣町と協調なさるべきです。,1,1,0,0,助ける
御社にご後援をいただけましたら、鬼に金棒でございます。,1,1,0,0,助ける
今年も、地元のお祭りを後援なさるんですね？,1,1,0,0,助ける
なにとぞ、温かいご支援を賜りたいと存じます。,1,0,1,0,助ける
今年度も、あのプロジェクトを支援なさるのですか？,1,1,0,0,助ける
退職後は、悠々自適で畑仕事に勤しまれていらっしゃるそうですね。,1,1,0,0,楽しむ
いよいよ還暦でいらっしゃいますか。お愉しみはこれからですね。,1,1,0,0,楽しむ
お孫さんの成長がお楽しみでいらっしゃいますね。,1,1,0,0,楽しむ
それでは豪華賞品が当たるビンゴをお楽しみください。,1,1,0,0,楽しむ
沖縄では、スキューバ・ダイビングを楽しまれるご予定とか。,1,1,0,0,楽しむ
お慰みに、ジグソーパズルはいかがでございますか？,1,1,0,0,楽しむ
ご趣味はバロック音楽のご鑑賞だそうでいらっしゃいますね。,1,1,0,0,楽しむ
市川崑監督のシリーズを、じっくりご鑑賞なされてください。,1,1,0,0,楽しむ
中国雑技団の公演、ゆっくりご観覧いただけましたか？,1,1,0,0,楽しむ
すばらしいご趣味でいらっしゃいますね、油絵をお描きになられるなんて。,1,1,0,0,楽しむ
洋ラン展、ご堪能いただけましたでしょうか？,1,1,0,0,楽しむ
奥様と桜の旅を堪能なさったそうですね。,1,1,0,0,楽しむ
ウイーンでオペラをご満喫とは、優雅でございますね。,1,1,0,0,楽しむ
信州で夏の休暇を満喫なされたそうですね。,1,1,0,0,楽しむ
最近、碁を嗜まれているとうかがいました。,1,1,0,0,楽しむ
いつまでも、ご両親に依存なさるのは、恥ずかしゅうございますよ。,1,1,0,0,楽しむ
